date,symbol,price
2022-10-14,AAPL,154.21
2022-10-17,AAPL,155.61
2022-10-18,AAPL,157.01
2022-10-19,AAPL,157.92
2022-10-20,AAPL,154.79
2022-10-21,AAPL,154.57
2022-10-24,AAPL,153.67
2022-10-25,AAPL,153.49
2022-10-26,AAPL,151.23
2022-10-27,AAPL,151.76
2022-10-28,AAPL,154.1
2022-10-31,AAPL,154.82
2022-11-01,AAPL,156.66
2022-11-02,AAPL,158.42
2022-11-03,AAPL,161.89
2022-11-04,AAPL,161.92
2022-11-07,AAPL,163.21
2022-11-08,AAPL,158.94
2022-11-09,AAPL,159.67
2022-11-10,AAPL,160.89
2022-11-11,AAPL,162.48
2022-11-14,AAPL,159.13
2022-11-15,AAPL,159.76
2022-11-16,AAPL,161.83
2022-11-17,AAPL,160.1
2022-11-18,AAPL,158.74
2022-11-21,AAPL,159.2
2022-11-22,AAPL,158.38
2022-11-23,AAPL,156.73
2022-11-24,AAPL,158.95
2022-11-25,AAPL,159.22
2022-11-28,AAPL,156.89
2022-11-29,AAPL,159.45
2022-11-30,AAPL,161.77
2022-12-01,AAPL,160.41
2022-12-02,AAPL,159.86
2022-12-05,AAPL,157.22
2022-12-06,AAPL,155.96
2022-12-07,AAPL,155.93
2022-12-08,AAPL,154.22
2022-12-09,AAPL,152.07
2022-12-12,AAPL,153.67
2022-12-13,AAPL,155.32
2022-12-14,AAPL,152.1
2022-12-15,AAPL,151.4
2022-12-16,AAPL,152.71
2022-12-19,AAPL,152.69
2022-12-20,AAPL,151.72
2022-12-21,AAPL,153.22
2022-12-22,AAPL,155.67
2022-12-23,AAPL,156.67
2022-12-26,AAPL,156.69
2022-12-27,AAPL,155.64
2022-12-28,AAPL,156.41
2022-12-29,AAPL,156.27
2022-12-30,AAPL,157.29
2023-01-02,AAPL,157.93
2023-01-03,AAPL,159.31
2023-01-04,AAPL,159.26
2023-01-05,AAPL,158.57
2023-01-06,AAPL,157.46
2023-01-09,AAPL,154.26
2023-01-10,AAPL,154.71
2023-01-11,AAPL,151.37
2023-01-12,AAPL,151.3
2023-01-13,AAPL,150.98
2023-01-16,AAPL,152.02
2023-01-17,AAPL,150.48
2023-01-18,AAPL,150.0
2023-01-19,AAPL,150.38
2023-01-20,AAPL,148.98
2023-01-23,AAPL,147.51
2023-01-24,AAPL,146.58
2023-01-25,AAPL,145.13
2023-01-26,AAPL,144.98
2023-01-27,AAPL,145.93
2023-01-30,AAPL,147.59
2023-01-31,AAPL,149.45
2023-02-01,AAPL,144.78
2023-02-02,AAPL,145.55
2023-02-03,AAPL,147.91
2023-02-06,AAPL,148.99
2023-02-07,AAPL,149.49
2023-02-08,AAPL,149.26
2023-02-09,AAPL,147.75
2023-02-10,AAPL,152.07
2023-02-13,AAPL,151.16
2023-02-14,AAPL,151.68
2023-02-15,AAPL,155.38
2023-02-16,AAPL,156.47
2023-02-17,AAPL,154.72
2023-02-20,AAPL,154.08
2023-02-21,AAPL,156.54
2023-02-22,AAPL,152.67
2023-02-23,AAPL,150.54
2023-02-24,AAPL,150.33
2023-02-27,AAPL,150.7
2023-02-28,AAPL,151.5
2023-03-01,AAPL,152.58
2023-03-02,AAPL,153.02
2023-03-03,AAPL,153.91
2023-03-06,AAPL,152.9
2023-03-07,AAPL,153.07
2023-03-08,AAPL,153.5
2023-03-09,AAPL,152.65
2023-03-10,AAPL,153.59
2023-03-13,AAPL,151.58
2023-03-14,AAPL,154.48
2023-03-15,AAPL,151.55
2023-03-16,AAPL,150.29
2023-03-17,AAPL,153.27
2023-03-20,AAPL,151.23
2023-03-21,AAPL,152.31
2023-03-22,AAPL,149.3
2023-03-23,AAPL,151.95
2023-03-24,AAPL,152.65
2023-03-27,AAPL,155.15
2023-03-28,AAPL,155.86
2023-03-29,AAPL,155.0
2023-03-30,AAPL,154.17
2023-03-31,AAPL,152.84
2023-04-03,AAPL,154.88
2023-04-04,AAPL,155.0
2023-04-05,AAPL,157.35
2023-04-06,AAPL,157.07
2023-04-07,AAPL,155.22
2023-04-10,AAPL,154.37
2023-04-11,AAPL,156.54
2023-04-12,AAPL,158.57
2023-04-13,AAPL,158.88
2023-04-14,AAPL,158.83
2023-04-17,AAPL,157.81
2023-04-18,AAPL,158.96
2023-04-19,AAPL,158.43
2023-04-20,AAPL,160.92
2023-04-21,AAPL,163.31
2023-04-24,AAPL,164.26
2023-04-25,AAPL,164.18
2023-04-26,AAPL,164.41
2023-04-27,AAPL,164.76
2023-04-28,AAPL,162.49
2023-05-01,AAPL,161.97
2023-05-02,AAPL,162.79
2023-05-03,AAPL,164.91
2023-05-04,AAPL,166.28
2023-05-05,AAPL,164.71
2023-05-08,AAPL,163.93
2023-05-09,AAPL,162.6
2023-05-10,AAPL,160.87
2023-05-11,AAPL,156.21
2023-05-12,AAPL,155.33
2023-05-15,AAPL,152.85
2023-05-16,AAPL,152.7
2023-05-17,AAPL,150.83
2023-05-18,AAPL,151.38
2023-05-19,AAPL,153.0
2023-05-22,AAPL,154.9
2023-05-23,AAPL,153.93
2023-05-24,AAPL,152.78
2023-05-25,AAPL,152.94
2023-05-26,AAPL,151.43
2023-05-29,AAPL,150.89
2023-05-30,AAPL,149.94
2023-05-31,AAPL,147.22
2023-06-01,AAPL,145.38
2023-06-02,AAPL,147.3
2023-06-05,AAPL,147.09
2023-06-06,AAPL,147.95
2023-06-07,AAPL,144.24
2023-06-08,AAPL,143.05
2023-06-09,AAPL,138.67
2023-06-12,AAPL,140.23
2023-06-13,AAPL,138.52
2023-06-14,AAPL,138.9
2023-06-15,AAPL,137.91
2023-06-16,AAPL,138.34
2023-06-19,AAPL,137.76
2023-06-20,AAPL,138.44
2023-06-21,AAPL,139.48
2023-06-22,AAPL,138.92
2023-06-23,AAPL,136.91
2023-06-26,AAPL,137.92
2023-06-27,AAPL,138.21
2023-06-28,AAPL,137.99
2023-06-29,AAPL,136.28
2023-06-30,AAPL,136.19
2023-07-03,AAPL,136.09
2023-07-04,AAPL,135.83
2023-07-05,AAPL,134.24
2023-07-06,AAPL,135.84
2023-07-07,AAPL,136.71
2023-07-10,AAPL,135.7
2023-07-11,AAPL,134.57
2023-07-12,AAPL,132.39
2023-07-13,AAPL,136.2
2023-07-14,AAPL,136.86
2023-07-17,AAPL,134.72
2023-07-18,AAPL,134.56
2023-07-19,AAPL,132.85
2023-07-20,AAPL,136.2
2023-07-21,AAPL,137.79
2023-07-24,AAPL,135.76
2023-07-25,AAPL,137.31
2023-07-26,AAPL,137.14
2023-07-27,AAPL,135.25
2023-07-28,AAPL,130.65
2023-07-31,AAPL,132.86
2023-08-01,AAPL,131.98
2023-08-02,AAPL,132.82
2023-08-03,AAPL,134.74
2023-08-04,AAPL,134.64
2023-08-07,AAPL,135.56
2023-08-08,AAPL,136.1
2023-08-09,AAPL,139.3
2023-08-10,AAPL,143.21
2023-08-11,AAPL,142.8
2023-08-14,AAPL,143.07
2023-08-15,AAPL,142.3
2023-08-16,AAPL,139.94
2023-08-17,AAPL,136.34
2023-08-18,AAPL,136.52
2023-08-21,AAPL,138.93
2023-08-22,AAPL,139.2
2023-08-23,AAPL,139.35
2023-08-24,AAPL,138.44
2023-08-25,AAPL,140.08
2023-08-28,AAPL,139.22
2023-08-29,AAPL,141.63
2023-08-30,AAPL,143.54
2023-08-31,AAPL,144.81
2023-09-01,AAPL,144.48
2023-09-04,AAPL,146.11
2023-09-05,AAPL,144.64
2023-09-06,AAPL,143.82
2023-09-07,AAPL,145.06
2023-09-08,AAPL,148.66
2023-09-11,AAPL,148.35
2023-09-12,AAPL,148.6
2023-09-13,AAPL,148.49
2023-09-14,AAPL,146.37
2023-09-15,AAPL,145.82
2023-09-18,AAPL,145.38
2023-09-19,AAPL,146.63
2023-09-20,AAPL,144.57
2023-09-21,AAPL,143.02
2023-09-22,AAPL,144.2
2023-09-25,AAPL,146.61
2023-09-26,AAPL,145.79
2023-09-27,AAPL,147.09
2023-09-28,AAPL,145.82
2023-09-29,AAPL,144.06
2023-10-02,AAPL,141.37
2023-10-03,AAPL,142.78
2023-10-04,AAPL,143.68
2023-10-05,AAPL,140.39
2023-10-06,AAPL,139.34
2023-10-09,AAPL,140.33
2023-10-10,AAPL,139.47
2023-10-11,AAPL,139.36
2023-10-12,AAPL,141.39
2023-10-13,AAPL,140.03
2023-10-16,AAPL,139.2
2023-10-17,AAPL,137.94
2023-10-18,AAPL,137.41
2023-10-19,AAPL,140.26
2023-10-20,AAPL,144.08
2023-10-23,AAPL,143.7
2023-10-24,AAPL,145.87
2023-10-25,AAPL,144.35
2023-10-26,AAPL,143.16
2023-10-27,AAPL,141.85
2023-10-30,AAPL,139.57
2023-10-31,AAPL,138.03
2023-11-01,AAPL,138.51
2023-11-02,AAPL,139.58
2023-11-03,AAPL,141.81
2023-11-06,AAPL,141.42
2023-11-07,AAPL,139.63
2023-11-08,AAPL,142.62
2023-11-09,AAPL,145.39
2023-11-10,AAPL,145.61
2023-11-13,AAPL,147.29
2023-11-14,AAPL,146.44
2023-11-15,AAPL,147.36
2023-11-16,AAPL,147.16
2023-11-17,AAPL,146.9
2023-11-20,AAPL,147.11
2023-11-21,AAPL,148.66
2023-11-22,AAPL,150.31
2023-11-23,AAPL,151.54
2023-11-24,AAPL,150.79
2023-11-27,AAPL,149.32
2023-11-28,AAPL,148.95
2023-11-29,AAPL,150.45
2023-11-30,AAPL,147.81
2023-12-01,AAPL,147.84
2023-12-04,AAPL,147.62
2023-12-05,AAPL,145.97
2023-12-06,AAPL,148.58
2023-12-07,AAPL,148.35
2023-12-08,AAPL,150.31
2023-12-11,AAPL,151.46
2023-12-12,AAPL,151.78
2023-12-13,AAPL,148.68
2023-12-14,AAPL,152.19
2023-12-15,AAPL,152.36
2023-12-18,AAPL,155.01
2023-12-19,AAPL,158.39
2023-12-20,AAPL,158.8
2023-12-21,AAPL,158.04
2023-12-22,AAPL,158.63
2023-12-25,AAPL,158.97
2023-12-26,AAPL,158.95
2023-12-27,AAPL,159.99
2023-12-28,AAPL,158.05
2023-12-29,AAPL,156.19
2022-01-03,GOOG,139.71
2022-01-04,GOOG,141.51
2022-01-05,GOOG,141.72
2022-01-06,GOOG,139.33
2022-01-07,GOOG,137.68
2022-01-10,GOOG,138.25
2022-01-11,GOOG,136.6
2022-01-12,GOOG,137.33
2022-01-13,GOOG,137.33
2022-01-14,GOOG,138.45
2022-01-17,GOOG,138.85
2022-01-18,GOOG,138.86
2022-01-19,GOOG,141.78
2022-01-20,GOOG,140.56
2022-01-21,GOOG,143.5
2022-01-24,GOOG,142.91
2022-01-25,GOOG,142.74
2022-01-26,GOOG,141.41
2022-01-27,GOOG,141.36
2022-01-28,GOOG,143.41
2022-01-31,GOOG,142.83
2022-02-01,GOOG,141.69
2022-02-02,GOOG,142.66
2022-02-03,GOOG,143.59
2022-02-04,GOOG,143.83
2022-02-07,GOOG,144.78
2022-02-08,GOOG,146.51
2022-02-09,GOOG,146.42
2022-02-10,GOOG,147.68
2022-02-11,GOOG,145.66
2022-02-14,GOOG,145.31
2022-02-15,GOOG,144.8
2022-02-16,GOOG,143.32
2022-02-17,GOOG,141.91
2022-02-18,GOOG,142.07
2022-02-21,GOOG,143.54
2022-02-22,GOOG,145.41
2022-02-23,GOOG,148.2
2022-02-24,GOOG,149.17
2022-02-25,GOOG,150.03
2022-02-28,GOOG,150.03
2022-03-01,GOOG,149.86
2022-03-02,GOOG,149.52
2022-03-03,GOOG,148.1
2022-03-04,GOOG,148.15
2022-03-07,GOOG,150.22
2022-03-08,GOOG,148.23
2022-03-09,GOOG,149.85
2022-03-10,GOOG,147.74
2022-03-11,GOOG,147.42
2022-03-14,GOOG,148.62
2022-03-15,GOOG,148.27
2022-03-16,GOOG,147.71
2022-03-17,GOOG,144.9
2022-03-18,GOOG,145.18
2022-03-21,GOOG,143.74
2022-03-22,GOOG,143.26
2022-03-23,GOOG,142.41
2022-03-24,GOOG,142.59
2022-03-25,GOOG,143.14
2022-03-28,GOOG,143.06
2022-03-29,GOOG,143.63
2022-03-30,GOOG,144.34
2022-03-31,GOOG,143.46
2022-04-01,GOOG,142.91
2022-04-04,GOOG,141.7
2022-04-05,GOOG,142.7
2022-04-06,GOOG,143.57
2022-04-07,GOOG,144.75
2022-04-08,GOOG,144.48
2022-04-11,GOOG,144.33
2022-04-12,GOOG,144.16
2022-04-13,GOOG,143.0
2022-04-14,GOOG,141.93
2022-04-15,GOOG,142.35
2022-04-18,GOOG,140.22
2022-04-19,GOOG,140.61
2022-04-20,GOOG,139.86
2022-04-21,GOOG,140.06
2022-04-22,GOOG,139.13
2022-04-25,GOOG,138.65
2022-04-26,GOOG,138.26
2022-04-27,GOOG,139.71
2022-04-28,GOOG,139.91
2022-04-29,GOOG,139.74
2022-05-02,GOOG,141.64
2022-05-03,GOOG,141.42
2022-05-04,GOOG,139.8
2022-05-05,GOOG,138.5
2022-05-06,GOOG,141.08
2022-05-09,GOOG,142.32
2022-05-10,GOOG,144.81
2022-05-11,GOOG,144.39
2022-05-12,GOOG,144.23
2022-05-13,GOOG,142.34
2022-05-16,GOOG,140.9
2022-05-17,GOOG,142.34
2022-05-18,GOOG,141.97
2022-05-19,GOOG,142.92
2022-05-20,GOOG,142.69
2022-05-23,GOOG,140.46
2022-05-24,GOOG,139.36
2022-05-25,GOOG,141.66
2022-05-26,GOOG,141.75
2022-05-27,GOOG,139.16
2022-05-30,GOOG,137.87
2022-05-31,GOOG,139.14
2022-06-01,GOOG,137.57
2022-06-02,GOOG,139.04
2022-06-03,GOOG,139.27
2022-06-06,GOOG,139.01
2022-06-07,GOOG,138.25
2022-06-08,GOOG,139.33
2022-06-09,GOOG,139.08
2022-06-10,GOOG,139.38
2022-06-13,GOOG,140.49
2022-06-14,GOOG,138.2
2022-06-15,GOOG,138.53
2022-06-16,GOOG,139.39
2022-06-17,GOOG,137.12
2022-06-20,GOOG,137.36
2022-06-21,GOOG,136.81
2022-06-22,GOOG,137.94
2022-06-23,GOOG,136.21
2022-06-24,GOOG,133.61
2022-06-27,GOOG,133.53
2022-06-28,GOOG,133.43
2022-06-29,GOOG,132.7
2022-06-30,GOOG,129.85
2022-07-01,GOOG,129.94
2022-07-04,GOOG,129.82
2022-07-05,GOOG,127.99
2022-07-06,GOOG,125.67
2022-07-07,GOOG,125.21
2022-07-08,GOOG,123.66
2022-07-11,GOOG,124.39
2022-07-12,GOOG,122.4
2022-07-13,GOOG,121.35
2022-07-14,GOOG,119.92
2022-07-15,GOOG,118.81
2022-07-18,GOOG,118.19
2022-07-19,GOOG,115.91
2022-07-20,GOOG,114.07
2022-07-21,GOOG,113.04
2022-07-22,GOOG,112.38
2022-07-25,GOOG,111.8
2022-07-26,GOOG,111.45
2022-07-27,GOOG,112.77
2022-07-28,GOOG,114.92
2022-07-29,GOOG,115.17
2022-08-01,GOOG,112.36
2022-08-02,GOOG,113.17
2022-08-03,GOOG,114.25
2022-08-04,GOOG,113.28
2022-08-05,GOOG,115.06
2022-08-08,GOOG,113.88
2022-08-09,GOOG,114.55
2022-08-10,GOOG,113.1
2022-08-11,GOOG,114.76
2022-08-12,GOOG,113.3
2022-08-15,GOOG,113.42
2022-08-16,GOOG,115.5
2022-08-17,GOOG,117.06
2022-08-18,GOOG,115.42
2022-08-19,GOOG,116.59
2022-08-22,GOOG,116.0
2022-08-23,GOOG,115.9
2022-08-24,GOOG,116.4
2022-08-25,GOOG,115.33
2022-08-26,GOOG,113.94
2022-08-29,GOOG,114.76
2022-08-30,GOOG,114.43
2022-08-31,GOOG,115.75
2022-09-01,GOOG,117.61
2022-09-02,GOOG,118.03
2022-09-05,GOOG,118.96
2022-09-06,GOOG,118.94
2022-09-07,GOOG,117.96
2022-09-08,GOOG,117.83
2022-09-09,GOOG,121.11
2022-09-12,GOOG,120.7
2022-09-13,GOOG,121.36
2022-09-14,GOOG,120.89
2022-09-15,GOOG,121.63
2022-09-16,GOOG,121.84
2022-09-19,GOOG,122.47
2022-09-20,GOOG,122.04
2022-09-21,GOOG,121.67
2022-09-22,GOOG,121.11
2022-09-23,GOOG,121.16
2022-09-26,GOOG,119.05
2022-09-27,GOOG,119.52
2022-09-28,GOOG,120.63
2022-09-29,GOOG,118.22
2022-09-30,GOOG,118.15
2022-10-03,GOOG,116.79
2022-10-04,GOOG,119.23
2022-10-05,GOOG,118.29
2022-10-06,GOOG,118.89
2022-10-07,GOOG,120.62
2022-10-10,GOOG,121.24
2022-10-11,GOOG,122.13
2022-10-12,GOOG,122.39
2022-10-13,GOOG,122.29
2022-10-14,GOOG,120.97
2022-10-17,GOOG,120.49
2022-10-18,GOOG,120.08
2022-10-19,GOOG,117.61
2022-10-20,GOOG,118.94
2022-10-21,GOOG,118.3
2022-10-24,GOOG,118.09
2022-10-25,GOOG,119.31
2022-10-26,GOOG,119.99
2022-10-27,GOOG,121.19
2022-10-28,GOOG,120.58
2022-10-31,GOOG,118.15
2022-11-01,GOOG,118.24
2022-11-02,GOOG,119.66
2022-11-03,GOOG,119.61
2022-11-04,GOOG,118.53
2022-11-07,GOOG,119.01
2022-11-08,GOOG,120.41
2022-11-09,GOOG,121.81
2022-11-10,GOOG,123.01
2022-11-11,GOOG,123.75
2022-11-14,GOOG,124.86
2022-11-15,GOOG,125.84
2022-11-16,GOOG,126.03
2022-11-17,GOOG,125.37
2022-11-18,GOOG,126.25
2022-11-21,GOOG,123.52
2022-11-22,GOOG,124.59
2022-11-23,GOOG,122.75
2022-11-24,GOOG,122.28
2022-11-25,GOOG,120.63
2022-11-28,GOOG,118.94
2022-11-29,GOOG,119.27
2022-11-30,GOOG,119.25
2022-12-01,GOOG,118.53
2022-12-02,GOOG,119.45
2022-12-05,GOOG,121.05
2022-12-06,GOOG,121.2
2022-12-07,GOOG,120.09
2022-12-08,GOOG,121.22
2022-12-09,GOOG,122.8
2022-12-12,GOOG,121.89
2022-12-13,GOOG,121.64
2022-12-14,GOOG,120.69
2022-12-15,GOOG,122.74
2022-12-16,GOOG,123.52
2022-12-19,GOOG,121.62
2022-12-20,GOOG,122.83
2022-12-21,GOOG,123.01
2022-12-22,GOOG,122.41
2022-12-23,GOOG,123.46
2022-12-26,GOOG,123.32
2022-12-27,GOOG,124.11
2022-12-28,GOOG,124.19
2022-12-29,GOOG,126.44
2022-12-30,GOOG,126.23
2023-01-02,GOOG,128.22
2023-01-03,GOOG,126.8
2023-01-04,GOOG,128.95
2023-01-05,GOOG,126.71
2023-01-06,GOOG,128.42
2023-01-09,GOOG,129.53
2023-01-10,GOOG,130.16
2023-01-11,GOOG,130.41
2023-01-12,GOOG,130.66
2023-01-13,GOOG,131.74
2023-01-16,GOOG,132.86
2023-01-17,GOOG,131.44
2023-01-18,GOOG,131.49
2023-01-19,GOOG,131.8
2023-01-20,GOOG,132.35
2023-01-23,GOOG,134.6
2023-01-24,GOOG,133.28
2023-01-25,GOOG,132.36
2023-01-26,GOOG,132.65
2023-01-27,GOOG,133.37
2023-01-30,GOOG,134.85
2023-01-31,GOOG,134.42
2023-02-01,GOOG,135.33
2023-02-02,GOOG,136.37
2023-02-03,GOOG,136.85
2023-02-06,GOOG,134.96
2023-02-07,GOOG,137.15
2023-02-08,GOOG,137.65
2023-02-09,GOOG,137.02
2023-02-10,GOOG,137.6
2023-02-13,GOOG,138.0
2023-02-14,GOOG,139.71
2023-02-15,GOOG,137.93
2023-02-16,GOOG,139.46
2023-02-17,GOOG,139.16
2023-02-20,GOOG,136.94
2023-02-21,GOOG,136.39
2023-02-22,GOOG,136.23
2023-02-23,GOOG,132.9
2023-02-24,GOOG,134.3
2023-02-27,GOOG,133.26
2023-02-28,GOOG,133.1
2023-03-01,GOOG,134.4
2023-03-02,GOOG,133.84
2023-03-03,GOOG,133.63
2023-03-06,GOOG,135.45
2023-03-07,GOOG,133.91
2023-03-08,GOOG,132.05
2023-03-09,GOOG,132.98
2023-03-10,GOOG,129.65
2023-03-13,GOOG,128.24
2023-03-14,GOOG,128.65
2023-03-15,GOOG,129.5
2023-03-16,GOOG,130.13
2023-03-17,GOOG,129.65
2023-03-20,GOOG,131.31
2023-03-21,GOOG,130.78
2023-03-22,GOOG,130.24
2023-03-23,GOOG,127.98
2023-03-24,GOOG,127.56
2023-03-27,GOOG,127.12
2023-03-28,GOOG,124.48
2023-03-29,GOOG,124.97
2023-03-30,GOOG,125.72
2023-03-31,GOOG,126.98
2023-04-03,GOOG,126.6
2023-04-04,GOOG,126.75
2023-04-05,GOOG,125.77
2023-04-06,GOOG,125.85
2023-04-07,GOOG,125.65
2023-04-10,GOOG,124.51
2023-04-11,GOOG,123.59
2023-04-12,GOOG,124.22
2023-04-13,GOOG,123.5
2023-04-14,GOOG,123.45
2023-04-17,GOOG,121.25
2023-04-18,GOOG,121.3
2023-04-19,GOOG,121.65
2023-04-20,GOOG,121.0
2023-04-21,GOOG,119.98
2023-04-24,GOOG,120.6
2023-04-25,GOOG,118.59
2023-04-26,GOOG,117.92
2023-04-27,GOOG,118.14
2023-04-28,GOOG,116.77
2023-05-01,GOOG,114.4
2023-05-02,GOOG,118.54
2023-05-03,GOOG,119.04
2023-05-04,GOOG,119.58
2023-05-05,GOOG,118.98
2023-05-08,GOOG,117.0
2023-05-09,GOOG,116.53
2023-05-10,GOOG,117.22
2023-05-11,GOOG,115.37
